slug,display_name,input_modalities,output_modalities,context_window,max_input_tokens,max_tokens(abandon),max_completion_tokens,max_output_tokens,reasoning_levels,default_reasoning,历史分类_非当前结论,代码部署前缺失,当前缺失,核心字段变化,id部署前存在,id现在存在,已知风险
kimi-coding/kimi-k2,Kimi K2,"[""text""]",未知,131072,未知,32768,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
kimi-coding/kimi-k2-thinking,Kimi K2 Thinking,"[""text""]",未知,131072,未知,32768,未知,未知,"[""low"",""high""]",low,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
kimi-coding/kimi-k2.5,Kimi K2.5,"[""text"",""image""]",未知,262144,未知,32768,未知,未知,"[""low"",""high""]",low,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
kimi-coding/kimi-k2.6,Kimi K2.6,"[""text"",""image""]",未知,262144,未知,65536,未知,未知,"[""low"",""high""]",low,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
kimi-coding/kimi-k2.7-code,Kimi K2.7 Code,"[""text"",""image""]",未知,262144,未知,65536,未知,未知,"[""low"",""high""]",low,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
kimi-coding/kimi-k2.7-code-highspeed,Kimi K2.7 Code HighSpeed,"[""text"",""image""]",未知,262144,未知,65536,未知,未知,"[""low"",""high""]",low,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
kimi-coding/kimi-k3,Kimi K3,"[""text"",""image""]",未知,1048576,未知,65536,未知,未知,"[""low"",""high"",""max""]",low,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
kimi-coding/kimi-k3-256k,Kimi K3 256K,"[""text"",""image""]",未知,262144,未知,65536,未知,未知,"[""low"",""high"",""max""]",low,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
nim/deepseek-ai/deepseek-v4-flash-0731,deepseek-ai/deepseek-v4-flash-0731,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[""low"",""medium"",""high""]",medium,NIM需渠道映射加逐模型完整ID绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens",{},True,True,
nim/minimaxai/minimax-m3,minimaxai/minimax-m3,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[""low"",""medium"",""high""]",medium,NIM需渠道映射加逐模型完整ID绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens",{},True,True,
nim/moonshotai/kimi-k3,Kimi K3,"[""text"",""image"",""video""]","[""text""]",1048576,未知,未知,未知,131072,"[""low"",""high"",""max""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,默认推理等级不在支持列表中；未自动修正
ollama-cloud/deepseek-v4-flash:0731,DeepSeek V4 Flash 0731,"[""text""]","[""text""]",1048576,未知,未知,未知,1048576,"[""high"",""max""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,默认推理等级不在支持列表中；未自动修正
ollama-cloud/deepseek-v4-pro:0813,deepseek-v4-pro:0813,"[""text"",""image""]",未知,1048576,未知,未知,未知,未知,"[""low"",""medium"",""high""]",medium,准确型号未找到，暂留未知,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens",{},True,True,
ollama-cloud/gemma4:31b,gemma4:31b,"[""text"",""image""]","[""text""]",262144,未知,未知,未知,262144,"[""low"",""medium"",""high""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,
ollama-cloud/glm-5.1,glm-5.1,"[""text""]","[""text""]",202752,未知,未知,未知,131072,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":131072}}",True,True,
ollama-cloud/glm-5.2,GLM-5.2,"[""text""]","[""text""]",1048576,未知,未知,未知,131072,"[""high"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""glm-5.2"",""after"":""GLM-5.2""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":131072},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""high""},{""effort"":""max""}]}}",True,True,默认推理等级不在支持列表中；未自动修正
ollama-cloud/glm-5.3,GLM-5.3,"[""text""]","[""text""]",1048576,未知,未知,未知,131072,"[""low"",""high"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""glm-5.3"",""after"":""GLM-5.3""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":131072},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}}",True,True,默认推理等级不在支持列表中；未自动修正
ollama-cloud/glm-5.3-flash,GLM-5.3-Flash,"[""text"",""image"",""video"",""pdf""]","[""text""]",1048576,未知,未知,未知,131072,"[""low"",""high"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""glm-5.3-flash"",""after"":""GLM-5.3-Flash""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""video"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":131072},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}}",True,True,默认推理等级不在支持列表中；未自动修正
ollama-cloud/gpt-oss:120b,gpt-oss:120b,"[""text""]","[""text""]",131072,未知,未知,未知,32768,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":32768},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}}",True,True,
ollama-cloud/gpt-oss:20b,gpt-oss:20b,"[""text""]","[""text""]",131072,未知,未知,未知,32768,"[""low"",""medium"",""high""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,
ollama-cloud/kimi-k2.6,kimi-k2.6,"[""text"",""image""]","[""text""]",262144,未知,未知,未知,262144,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":262144}}",True,True,
ollama-cloud/kimi-k2.7-code,kimi-k2.7-code,"[""text"",""image""]","[""text""]",262144,未知,未知,未知,262144,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":262144}}",True,True,
ollama-cloud/kimi-k3,kimi-k3,"[""text"",""image""]","[""text""]",1048576,未知,未知,未知,131072,"[""low"",""high"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":131072},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}}",True,True,默认推理等级不在支持列表中；未自动修正
ollama-cloud/minimax-m2.7,minimax-m2.7,"[""text""]","[""text""]",196608,未知,未知,未知,196608,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":196608}}",True,True,
ollama-cloud/minimax-m3,minimax-m3,"[""text"",""image"",""video""]","[""text""]",512000,未知,未知,未知,131072,"[""low"",""medium"",""high"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""video""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":131072},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}}",True,True,
ollama-cloud/mistral-large-3:675b,mistral-large-3:675b,"[""text"",""image""]","[""text""]",262144,未知,未知,未知,262144,"[""low"",""medium"",""high""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,
ollama-cloud/nemotron-3-nano:30b,nemotron-3-nano:30b,"[""text""]","[""text""]",262144,未知,未知,未知,131072,"[""low"",""medium"",""high""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,
ollama-cloud/nemotron-3-super,nemotron-3-super,"[""text""]","[""text""]",262144,未知,未知,未知,65536,"[""low"",""medium"",""high""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,
ollama-cloud/nemotron-3-ultra,nemotron-3-ultra,"[""text""]","[""text""]",262144,未知,未知,未知,128000,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000}}",True,True,
ollama-cloud/qwen3.5:397b,qwen3.5:397b,"[""text"",""image""]","[""text""]",262144,未知,未知,未知,65536,"[""low"",""medium"",""high""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,
shuaiapi/claude-fable-5,Claude Fable 5,"[""text"",""image"",""pdf""]","[""text""]",1000000,未知,未知,未知,128000,"[""low"",""medium"",""high"",""xhigh"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-fable-5"",""after"":""Claude Fable 5""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}}",True,True,
shuaiapi/claude-fable-5-1,Claude Fable 5.1,"[""text"",""image"",""pdf""]","[""text""]",1000000,未知,未知,未知,128000,"[""low"",""medium"",""high"",""xhigh"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-fable-5-1"",""after"":""Claude Fable 5.1""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}}",True,True,
shuaiapi/claude-haiku-4-5,Claude Haiku 4.5 (latest),"[""text"",""image"",""pdf""]","[""text""]",200000,未知,未知,未知,64000,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-haiku-4-5"",""after"":""Claude Haiku 4.5 (latest)""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":200000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":64000}}",True,True,
shuaiapi/claude-haiku-4-5-20251001,Claude Haiku 4.5,"[""text"",""image"",""pdf""]","[""text""]",200000,未知,未知,未知,64000,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-haiku-4-5-20251001"",""after"":""Claude Haiku 4.5""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":200000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":64000}}",True,True,
shuaiapi/claude-opus-4-5,Claude Opus 4.5 (latest),"[""text"",""image"",""pdf""]","[""text""]",200000,未知,未知,未知,64000,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-opus-4-5"",""after"":""Claude Opus 4.5 (latest)""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":200000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":64000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}}",True,True,
shuaiapi/claude-opus-4-5-20251101,Claude Opus 4.5,"[""text"",""image"",""pdf""]","[""text""]",200000,未知,未知,未知,64000,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-opus-4-5-20251101"",""after"":""Claude Opus 4.5""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":200000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":64000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}}",True,True,
shuaiapi/claude-opus-4-6,Claude Opus 4.6,"[""text"",""image"",""pdf""]","[""text""]",1000000,未知,未知,未知,128000,"[""low"",""medium"",""high"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-opus-4-6"",""after"":""Claude Opus 4.6""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}}",True,True,
shuaiapi/claude-opus-4-7,Claude Opus 4.7,"[""text"",""image"",""pdf""]","[""text""]",1000000,未知,未知,未知,128000,"[""low"",""medium"",""high"",""xhigh"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-opus-4-7"",""after"":""Claude Opus 4.7""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}}",True,True,
shuaiapi/claude-opus-4-8,Claude Opus 4.8,"[""text"",""image"",""pdf""]","[""text""]",1000000,未知,未知,未知,128000,"[""low"",""medium"",""high"",""xhigh"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-opus-4-8"",""after"":""Claude Opus 4.8""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}}",True,True,
shuaiapi/claude-opus-5,Claude Opus 5,"[""text"",""image"",""pdf""]","[""text""]",1000000,未知,未知,未知,128000,"[""low"",""medium"",""high"",""xhigh"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-opus-5"",""after"":""Claude Opus 5""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}}",True,True,
shuaiapi/claude-sonnet-4-5-20250929,Claude Sonnet 4.5,"[""text"",""image"",""pdf""]","[""text""]",1000000,未知,未知,未知,64000,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-sonnet-4-5-20250929"",""after"":""Claude Sonnet 4.5""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":64000}}",True,True,
shuaiapi/claude-sonnet-4-6,Claude Sonnet 4.6,"[""text"",""image"",""pdf""]","[""text""]",1000000,未知,未知,未知,128000,"[""low"",""medium"",""high"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-sonnet-4-6"",""after"":""Claude Sonnet 4.6""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}}",True,True,
