slug,source_token,lookup_id,原配置来源token,精确查询已验证,候选字段
nim/minimaxai/minimax-m3,models.dev/wandb,MiniMaxAI/MiniMax-M3,否,是,"{""context_window"":262144,""input_modalities"":[""text"",""image""],""max_output_tokens"":262144,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/302ai,glm-5.1,否,是,"{""context_window"":200000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/alibaba-cn,glm-5.1,否,是,"{""context_window"":202752,""input_modalities"":[""text""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/alibaba-token-plan-cn,glm-5.1,否,是,"{""context_window"":202752,""input_modalities"":[""text""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/alibaba-token-plan,glm-5.1,否,是,"{""context_window"":202752,""input_modalities"":[""text""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/auriko,glm-5.1,否,是,"{""context_window"":200000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/cortecs,glm-5.1,否,是,"{""context_window"":202752,""input_modalities"":[""text""],""max_output_tokens"":202752,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/crof,glm-5.1,否,是,"{""context_window"":202752,""input_modalities"":[""text""],""max_output_tokens"":202752,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
ollama-cloud/glm-5.1,models.dev/digitalocean,glm-5.1,否,是,"{""context_window"":163840,""input_modalities"":[""text""],""max_output_tokens"":163840,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
ollama-cloud/glm-5.1,models.dev/dinference,glm-5.1,否,是,"{""context_window"":200000,""input_modalities"":[""text""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/ebcloud,GLM-5.1,否,是,"{""context_window"":200000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/greenpt,glm-5.1,否,是,"{""context_window"":200000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/hyper,glm-5.1,否,是,"{""context_window"":202750,""input_modalities"":[""text""],""max_output_tokens"":3276,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/jalapeno,GLM-5.1,否,是,"{""context_window"":202752,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/llmgateway,glm-5.1,否,是,"{""context_window"":204800,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
ollama-cloud/glm-5.1,models.dev/ollama-cloud,glm-5.1,是,是,"{""context_window"":202752,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/opencode-go,glm-5.1,否,是,"{""context_window"":202752,""input_modalities"":[""text""],""max_output_tokens"":32768,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/opencode,glm-5.1,否,是,"{""context_window"":204800,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/requesty,glm-5.1,否,是,"{""context_window"":200000,""input_modalities"":[""text""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.1,models.dev/scnet-token-plan,GLM-5.1,否,是,"{""context_window"":200000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/wafer.ai,GLM-5.1,否,是,"{""context_window"":202752,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/zai,glm-5.1,否,是,"{""context_window"":200000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/zhipuai-coding-plan,glm-5.1,否,是,"{""context_window"":200000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.1,models.dev/zhipuai,glm-5.1,否,是,"{""context_window"":200000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.2,models.dev/above,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/aihubmix,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/alibaba-cn,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.2,models.dev/alibaba-token-plan-cn,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/alibaba-token-plan,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/alibaba,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/cline-pass,cline-pass/glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
ollama-cloud/glm-5.2,models.dev/cortecs,glm-5.2,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":1000000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/crof,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
ollama-cloud/glm-5.2,models.dev/digitalocean,glm-5.2,否,是,"{""context_window"":262144,""input_modalities"":[""text""],""max_output_tokens"":262144,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
ollama-cloud/glm-5.2,models.dev/dinference,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.2,models.dev/greenpt,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
ollama-cloud/glm-5.2,models.dev/hyper,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":32768,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""xhigh""}]}"
ollama-cloud/glm-5.2,models.dev/jalapeno,GLM-5.2,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.2,models.dev/llmgateway,glm-5.2,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/model-oracle-ai,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""high""},{""effort"":""xhigh""}]}"
ollama-cloud/glm-5.2,models.dev/neuralwatt,glm-5.2,否,是,"{""context_window"":1048560,""input_modalities"":[""text""],""max_output_tokens"":1048560,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/ollama-cloud,glm-5.2,是,是,"{""context_window"":976000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/opencode-go,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/opencode,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/requesty,glm-5.2,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/routing-run,glm-5.2,否,是,"{""context_window"":200000,""input_modalities"":[""text""],""max_output_tokens"":32000,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.2,models.dev/scaleway,glm-5.2,否,是,"{""context_window"":256000,""input_modalities"":[""text""],""max_output_tokens"":16384,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
ollama-cloud/glm-5.2,models.dev/scnet-token-plan,GLM-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.2,models.dev/scx-ai,GLM-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/sensenova,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""high""}]}"
ollama-cloud/glm-5.2,models.dev/subconscious,subconscious/glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.2,models.dev/unorouter,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.2,models.dev/vivgrid,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/wafer.ai,GLM-5.2,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/zai-coding-plan,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/zai,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/zhipuai-coding-plan,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.2,models.dev/zhipuai,glm-5.2,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/aihubmix,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/cline-pass,cline-pass/glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/cortecs,glm-5.3,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":1048576,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/crof,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
ollama-cloud/glm-5.3,models.dev/digitalocean,glm-5.3,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":1048576,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/hyper,glm-5.3,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":262144,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/llmgateway,glm-5.3,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/neuralwatt,glm-5.3,否,是,"{""context_window"":1048560,""input_modalities"":[""text""],""max_output_tokens"":1048560,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/ollama-cloud,glm-5.3,是,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/opencode-go,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/opencode,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/privatemode-ai,glm-5.3,否,是,"{""context_window"":256000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/requesty,glm-5.3,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":1048576,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/scnet-token-plan,GLM-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.3,models.dev/vancine,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/vivgrid,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/volcengine-coding-plan,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/zai-coding-plan,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/zai,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/zhipuai-coding-plan,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3,models.dev/zhipuai,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/above,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/aihubmix,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/cline-pass,cline-pass/glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/cortecs,glm-5.3-flash,否,是,"{""context_window"":1048576,""input_modalities"":[""text"",""image""],""max_output_tokens"":1048576,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/crof,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
ollama-cloud/glm-5.3-flash,models.dev/digitalocean,glm-5.3-flash,否,是,"{""context_window"":1048576,""input_modalities"":[""text"",""image"",""video""],""max_output_tokens"":1048576,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
ollama-cloud/glm-5.3-flash,models.dev/hyper,glm-5.3-flash,否,是,"{""context_window"":1048576,""input_modalities"":[""text"",""image""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/llmgateway,glm-5.3-flash,否,是,"{""context_window"":1048576,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/ollama-cloud,glm-5.3-flash,是,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/opencode-go,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/opencode,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/requesty,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":262144,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/scnet-token-plan,GLM-5.3-Flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
ollama-cloud/glm-5.3-flash,models.dev/vancine,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/vivgrid,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/zai-coding-plan,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/zai,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/zhipuai-coding-plan,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/glm-5.3-flash,models.dev/zhipuai,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
ollama-cloud/gpt-oss:120b,models.dev/ollama-cloud,gpt-oss:120b,是,是,"{""context_window"":131072,""input_modalities"":[""text""],""max_output_tokens"":32768,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
ollama-cloud/gpt-oss:120b,models.dev/pendra,gpt-oss:120b,否,是,"{""context_window"":131072,""input_modalities"":[""text""],""max_output_tokens"":32768,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
ollama-cloud/kimi-k2.6,models.dev/aihubmix,kimi-k2.6,否,是,"{""context_window"":262144,""input_modalities"":[""text"",""image"",""video""],""max_output_tokens"":32768,""output_modalities"":[""text""]}"
ollama-cloud/kimi-k2.6,models.dev/alibaba-cn,kimi-k2.6,否,是,"{""context_window"":262144,""input_modalities"":[""text"",""image"",""video""],""max_output_tokens"":16384,""output_modalities"":[""text""]}"
ollama-cloud/kimi-k2.6,models.dev/alibaba-token-plan-cn,kimi-k2.6,否,是,"{""context_window"":262144,""input_modalities"":[""text"",""image"",""video""],""max_output_tokens"":262144,""output_modalities"":[""text""]}"
ollama-cloud/kimi-k2.6,models.dev/alibaba-token-plan,kimi-k2.6,否,是,"{""context_window"":262144,""input_modalities"":[""text"",""image"",""video""],""max_output_tokens"":262144,""output_modalities"":[""text""]}"
ollama-cloud/kimi-k2.6,models.dev/auriko,kimi-k2.6,否,是,"{""context_window"":262144,""input_modalities"":[""text"",""image"",""video""],""max_output_tokens"":262144,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
ollama-cloud/kimi-k2.6,models.dev/azure-cognitive-services,kimi-k2.6,否,是,"{""context_window"":262144,""input_modalities"":[""text"",""image""],""max_output_tokens"":262144,""output_modalities"":[""text""]}"
ollama-cloud/kimi-k2.6,models.dev/azure,kimi-k2.6,否,是,"{""context_window"":262144,""input_modalities"":[""text"",""image""],""max_output_tokens"":262144,""output_modalities"":[""text""]}"
ollama-cloud/kimi-k2.6,models.dev/cline-pass,cline-pass/kimi-k2.6,否,是,"{""context_window"":262144,""input_modalities"":[""text"",""image"",""video""],""max_output_tokens"":262144,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
ollama-cloud/kimi-k2.6,models.dev/cortecs,kimi-k2.6,否,是,"{""context_window"":262144,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":262144,""output_modalities"":[""text""]}"
ollama-cloud/kimi-k2.6,models.dev/crof,kimi-k2.6,否,是,"{""context_window"":262144,""input_modalities"":[""text"",""image"",""video""],""max_output_tokens"":262144,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
